ID,Score,Real_Class
CHEMBL397449,6.82425833815,Inactive
CHEMBL502521,6.75214762115,Inactive
CHEMBL503072,6.75126932571,Inactive
CHEMBL495817,6.69158337306,Inactive
CHEMBL3967369,6.6821139828,Inactive
CHEMBL506419,6.65605484491,Inactive
CHEMBL501980,6.63099966062,Inactive
CHEMBL501440,6.62379182458,Inactive
CHEMBL392951,6.62177463526,Inactive
CHEMBL230287,6.59673925903,Inactive
CHEMBL213361,6.56860040794,Inactive
CHEMBL231223,6.56650289101,Inactive
CHEMBL495818,6.5595957624,Inactive
CHEMBL392950,6.54985190707,Inactive
CHEMBL1089632,6.54834037683,Inactive
CHEMBL231428,6.54642921768,Inactive
CHEMBL230179,6.54428361102,Inactive
CHEMBL502518,6.51935931866,Inactive
CHEMBL4247929,6.51661846705,Inactive
CHEMBL1760410,6.51364160684,Inactive
CHEMBL3907572,6.50839147492,Inactive
CHEMBL208755,6.50392426905,Inactive
CHEMBL211963,6.50234929612,Inactive
CHEMBL213315,6.49579622644,Inactive
CHEMBL2113219,6.49478312261,Active
CHEMBL214394,6.4814947529,Inactive
CHEMBL501982,6.47657204304,Inactive
CHEMBL234587,6.46978869349,Inactive
CHEMBL4641671,6.4572854312,Inactive
CHEMBL207449,6.45452222671,Inactive
CHEMBL4642679,6.45044960423,Inactive
CHEMBL4240310,6.44850558929,Inactive
CHEMBL4249120,6.44814394611,Inactive
CHEMBL4248145,6.43340606595,Inactive
CHEMBL1760425,6.42571145194,Inactive
CHEMBL4243662,6.42421731423,Inactive
CHEMBL1079669,6.42020320929,Inactive
CHEMBL4243419,6.41754964265,Inactive
CHEMBL550568,6.41712350838,Inactive
CHEMBL389769,6.41628655039,Inactive
CHEMBL4457493,6.41395017054,Inactive
CHEMBL219610,6.41331919194,Inactive
CHEMBL119709,6.41125800883,Inactive
CHEMBL219686,6.41016613439,Inactive
CHEMBL4250574,6.4059421164,Inactive
CHEMBL496593,6.40424930186,Inactive
CHEMBL1171652,6.40215020856,Inactive
CHEMBL390199,6.4011456197,Inactive
CHEMBL4632967,6.39902690103,Inactive
CHEMBL4239431,6.39884148171,Inactive
CHEMBL482857,6.39680888423,Inactive
CHEMBL522619,6.39483288433,Inactive
CHEMBL3355865,6.39462028679,Inactive
CHEMBL3895481,6.39213055491,Inactive
CHEMBL561449,6.39020912715,Inactive
CHEMBL513749,6.38892190927,Inactive
CHEMBL501439,6.3872702824,Inactive
CHEMBL4240461,6.38709837356,Inactive
CHEMBL457879,6.38285728488,Inactive
CHEMBL379145,6.38240009855,Inactive
CHEMBL234665,6.37853955909,Inactive
CHEMBL231531,6.3774603516,Inactive
CHEMBL3978096,6.37553529048,Inactive
CHEMBL230605,6.37420043683,Inactive
CHEMBL219687,6.37396954259,Inactive
CHEMBL550847,6.37378428428,Inactive
CHEMBL1081749,6.37369875069,Inactive
CHEMBL3355862,6.37339762281,Inactive
CHEMBL1087375,6.36918571766,Inactive
